strain	virus	gene	host	accession	date	location	region	country	database	authors	url	title	journal	paper_url
HSV-H1312_MH999849_2019-01-29	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MH999849	2019-01-29	?	?	?	?	Bowen et al	https://www.ncbi.nlm.nih.gov/nuccore/MH999849	Genetic and phenotypic variation of HSV-1 strains circulating in	Unpublished	?
NIV_1722974_MG646679_2017-07-24	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MG646679	2017-07-24	India	Asia	India	?	Yadav et al	https://www.ncbi.nlm.nih.gov/nuccore/MG646679	Direct Submission	Submitted (05-DEC-2017) Maximum Containment Laboratory, National	?
HSV-v29_site16_day1_MH102298_2018-07-07	Human alphaherpesvirus 1	HSV1_gD	?	MH102298	2018-07-07	?	?	?	?	Shipley et al	https://www.ncbi.nlm.nih.gov/nuccore/MH102298	Genome-Wide Surveillance of Genital Herpes Simplex Virus Type 1	J. Infect. Dis. (2018) In press	https://pubmed.ncbi.nlm.nih.gov/29920588
2009-39273_MG999839_2023-08-23	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MG999839	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999839	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2006-57630_MG999840_2023-08-23	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MG999840	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999840	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
1995-75216_MG999846_2023-08-23	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MG999846	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999846	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
25_2006-37406_MG999860_2023-08-23	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MG999860	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999860	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2010-32082_MG999870_2023-08-23	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MG999870	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999870	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2003-15756_MG999872_2023-08-23	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MG999872	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999872	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2004-63623_MG999877_2023-08-23	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MG999877	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999877	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2011-13906_MG999882_2023-08-23	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MG999882	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999882	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2007-21335_MG999885_2023-08-23	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MG999885	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999885	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
HSV1-CULTURE-I6_MH160360_2023-10-27	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MH160360	2023-10-27	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MH160360	Ultrasensitive capture of human herpes simplex virus genomes	bioRxivorg (2018) In press	?
HSV1-ORIGINAL-H7_MH160363_2023-10-27	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MH160363	2023-10-27	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MH160363	Ultrasensitive capture of human herpes simplex virus genomes	bioRxivorg (2018) In press	?
HSV1-CULTURE-G9_MH160369_2023-10-27	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MH160369	2023-10-27	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MH160369	Ultrasensitive capture of human herpes simplex virus genomes	bioRxivorg (2018) In press	?
HSV1-CULTURE-G10_MH160375_2023-10-27	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MH160375	2023-10-27	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MH160375	Ultrasensitive capture of human herpes simplex virus genomes	bioRxivorg (2018) In press	?
HSV1-ORIGINAL-H2_MH160377_2023-10-27	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MH160377	2023-10-27	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MH160377	Ultrasensitive capture of human herpes simplex virus genomes	bioRxivorg (2018) In press	?
HSV1-CULTURE-G6_MH160389_2023-10-27	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MH160389	2023-10-27	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MH160389	Ultrasensitive capture of human herpes simplex virus genomes	bioRxivorg (2018) In press	?
HSV-R-13_KY922718_2017-09-26	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KY922718	2017-09-26	?	?	?	?	Pandey et al	https://www.ncbi.nlm.nih.gov/nuccore/KY922718	Father-to-son transmission of herpes simplex virus results in	Unpublished	?
Sample5_KY223527_2017-05-08	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KY223527	2017-05-08	USA	North America	USA	?	Minaya et al	https://www.ncbi.nlm.nih.gov/nuccore/KY223527	The herpevac trial for women: Sequence analysis of glycoproteins	PLoS ONE 12 (4), E0176687 (2017)	https://pubmed.ncbi.nlm.nih.gov/28448558
1-3_KY223534_2017-05-08	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KY223534	2017-05-08	USA	North America	USA	?	Minaya et al	https://www.ncbi.nlm.nih.gov/nuccore/KY223534	The herpevac trial for women: Sequence analysis of glycoproteins	PLoS ONE 12 (4), E0176687 (2017)	https://pubmed.ncbi.nlm.nih.gov/28448558
1-7_KY223537_2017-05-08	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KY223537	2017-05-08	USA	North America	USA	?	Minaya et al	https://www.ncbi.nlm.nih.gov/nuccore/KY223537	The herpevac trial for women: Sequence analysis of glycoproteins	PLoS ONE 12 (4), E0176687 (2017)	https://pubmed.ncbi.nlm.nih.gov/28448558
1-14_KY223543_2017-05-08	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KY223543	2017-05-08	USA	North America	USA	?	Minaya et al	https://www.ncbi.nlm.nih.gov/nuccore/KY223543	The herpevac trial for women: Sequence analysis of glycoproteins	PLoS ONE 12 (4), E0176687 (2017)	https://pubmed.ncbi.nlm.nih.gov/28448558
1-15_KY223544_2017-05-08	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KY223544	2017-05-08	USA	North America	USA	?	Minaya et al	https://www.ncbi.nlm.nih.gov/nuccore/KY223544	The herpevac trial for women: Sequence analysis of glycoproteins	PLoS ONE 12 (4), E0176687 (2017)	https://pubmed.ncbi.nlm.nih.gov/28448558
1-25_KY223550_2017-05-08	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KY223550	2017-05-08	USA	North America	USA	?	Minaya et al	https://www.ncbi.nlm.nih.gov/nuccore/KY223550	The herpevac trial for women: Sequence analysis of glycoproteins	PLoS ONE 12 (4), E0176687 (2017)	https://pubmed.ncbi.nlm.nih.gov/28448558
1-27_KY223552_2017-05-08	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KY223552	2017-05-08	USA	North America	USA	?	Minaya et al	https://www.ncbi.nlm.nih.gov/nuccore/KY223552	The herpevac trial for women: Sequence analysis of glycoproteins	PLoS ONE 12 (4), E0176687 (2017)	https://pubmed.ncbi.nlm.nih.gov/28448558
1-30_KY223555_2017-05-08	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KY223555	2017-05-08	USA	North America	USA	?	Minaya et al	https://www.ncbi.nlm.nih.gov/nuccore/KY223555	The herpevac trial for women: Sequence analysis of glycoproteins	PLoS ONE 12 (4), E0176687 (2017)	https://pubmed.ncbi.nlm.nih.gov/28448558
1-32_KY223557_2017-05-08	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KY223557	2017-05-08	USA	North America	USA	?	Minaya et al	https://www.ncbi.nlm.nih.gov/nuccore/KY223557	The herpevac trial for women: Sequence analysis of glycoproteins	PLoS ONE 12 (4), E0176687 (2017)	https://pubmed.ncbi.nlm.nih.gov/28448558
CM7_KX791918_2016-10-24	Human alphaherpesvirus 1	HSV1_gD	?	KX791918	2016-10-24	USA: Lexington, KY	North America	USA	BioProject: PRJNA73477	Danaher et al	https://www.ncbi.nlm.nih.gov/nuccore/KX791918	HSV-1 clinical isolates with unique in vivo and in vitro phenotypes	J. Neurovirol. (2016) In press	https://pubmed.ncbi.nlm.nih.gov/27739035
2158_2007_LT594106_2018-06-15	Human alphaherpesvirus 1	HSV1_gD	?	LT594106	2018-06-15	?	?	?	BioProject: PRJEB14190	. et al	https://www.ncbi.nlm.nih.gov/nuccore/LT594106	?	Unpublished	?
1319_2005_LT594108_2018-06-15	Human alphaherpesvirus 1	HSV1_gD	?	LT594108	2018-06-15	?	?	?	BioProject: PRJEB14190	. et al	https://www.ncbi.nlm.nih.gov/nuccore/LT594108	?	Unpublished	?
132_1998_LT594457_2018-06-15	Human alphaherpesvirus 1	HSV1_gD	?	LT594457	2018-06-15	?	?	?	BioProject: PRJEB14190	Pfaff et al	https://www.ncbi.nlm.nih.gov/nuccore/LT594457	Direct Submission	Submitted (15-JUN-2016) Friedrich-Loeffler-Institut, Institute of	?
20-14-18_KX265030_2016-07-02	Human alphaherpesvirus 1	HSV1_gD	?	KX265030	2016-07-02	?	?	?	?	Lee et al	https://www.ncbi.nlm.nih.gov/nuccore/KX265030	Mapping Murine Corneal Neovascularization and Weight Loss Virulence	J. Virol. (2016) In press	?
914-A3_KX265040_2016-07-02	Human alphaherpesvirus 1	HSV1_gD	?	KX265040	2016-07-02	?	?	?	?	Lee et al	https://www.ncbi.nlm.nih.gov/nuccore/KX265040	Mapping Murine Corneal Neovascularization and Weight Loss Virulence	J. Virol. (2016) In press	?
p17_LT576867_2016-05-26	Human alphaherpesvirus 1	HSV1_gD	?	LT576867	2016-05-26	?	?	?	BioProject: PRJEB11729	Karamitros et al	https://www.ncbi.nlm.nih.gov/nuccore/LT576867	Direct Submission	Submitted (24-MAY-2016) ZOOLOGY DEPARTMENT, UNIVERSITY OF OXFORD,	?
L2_KT780616_2016-03-07	Human alphaherpesvirus 1	HSV1_gD	?	KT780616	2016-03-07	Russia	Europe	Russia	?	Skoblov et al	https://www.ncbi.nlm.nih.gov/nuccore/KT780616	Genome Sequence of Herpes Simplex Virus 1 Strain L2	Unpublished	?
B^3x1-4_KU310660_2015-01-01	Human alphaherpesvirus 1	HSV1_gD	Chlorocebus sabaeus	KU310660	2015-01-01	USA	North America	USA	?	Petro et al	https://www.ncbi.nlm.nih.gov/nuccore/KU310660	HSV-2 DeltagD elicits FcgammaR-effector antibodies that protect	JCI Insight 1 (12) (2016) In press	https://pubmed.ncbi.nlm.nih.gov/27536733
12-12-2_KR011298_2015-05-13	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KR011298	2015-05-13	?	?	?	?	Lee et al	https://www.ncbi.nlm.nih.gov/nuccore/KR011298	Recombination Analysis of Herpes Simplex Virus Type 1 Reveals a	J. Virol. (2015) In press	https://pubmed.ncbi.nlm.nih.gov/25926637
KOS_KM222721_2010-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KM222721	2010-XX-XX	USA	North America	USA	?	Parsons et al	https://www.ncbi.nlm.nih.gov/nuccore/KM222721	Rapid genome assembly and comparison decode intrastrain variation	MBio 6 (2), e02213-14 (2015)	https://pubmed.ncbi.nlm.nih.gov/25827418
H166syn_KM222727_1980-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	KM222727	1980-XX-XX	USA	North America	USA	?	Parsons et al	https://www.ncbi.nlm.nih.gov/nuccore/KM222727	Rapid genome assembly and comparison decode intrastrain variation	MBio 6 (2), e02213-14 (2015)	https://pubmed.ncbi.nlm.nih.gov/25827418
RH2_AB618031_2016-12-22	Human alphaherpesvirus 1	HSV1_gD	?	AB618031	2016-12-22	?	?	?	BioProject: PRJDB2363	Takahashi et al	https://www.ncbi.nlm.nih.gov/nuccore/AB618031	Sequence of a fusogenic herpes simplex virus, RH2, for oncolytic	J. Gen. Virol. 94 (PT 4), 726-737 (2013)	https://pubmed.ncbi.nlm.nih.gov/23239570
McKrae_JQ730035_2012-03-01	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	JQ730035	2012-03-01	USA	North America	USA	?	Watson et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ730035	Sequence and comparative analysis of the genome of HSV-1 strain	Virology 433 (2), 528-537 (2012)	https://pubmed.ncbi.nlm.nih.gov/23021301
CJ360_JN420339_2011-11-02	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	JN420339	2011-11-02	USA: Seattle, Washington	North America	USA	?	Kolb et al	https://www.ncbi.nlm.nih.gov/nuccore/JN420339	Multiplex Sequencing of Seven Ocular Herpes Simplex Virus Type-1	Invest. Ophthalmol. Vis. Sci. (2011) In press	https://pubmed.ncbi.nlm.nih.gov/22016062
CJ970_JN420341_2011-11-02	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	JN420341	2011-11-02	USA: Seattle, Washington	North America	USA	?	Kolb et al	https://www.ncbi.nlm.nih.gov/nuccore/JN420341	Multiplex Sequencing of Seven Ocular Herpes Simplex Virus Type-1	Invest. Ophthalmol. Vis. Sci. (2011) In press	https://pubmed.ncbi.nlm.nih.gov/22016062
E06_HM585496_2013-10-22	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	HM585496	2013-10-22	Kenya	Africa	Kenya	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585496	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
E07_HM585497_2013-10-22	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	HM585497	2013-10-22	Kenya	Africa	Kenya	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585497	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
E08_HM585498_2013-10-22	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	HM585498	2013-10-22	Kenya	Africa	Kenya	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585498	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
E12_HM585501_2013-10-22	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	HM585501	2013-10-22	Kenya	Africa	Kenya	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585501	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
E15_HM585503_2013-10-22	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	HM585503	2013-10-22	Kenya	Africa	Kenya	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585503	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
E03_HM585509_2013-10-22	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	HM585509	2013-10-22	Kenya	Africa	Kenya	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585509	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
S23_HM585512_2013-10-22	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	HM585512	2013-10-22	Japan	Asia	Japan	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585512	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
R11_HM585514_2013-10-22	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	HM585514	2013-10-22	South Korea	Asia	South Korea	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585514	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
gC-39-S_EF177450_2007-10-09	Human alphaherpesvirus 1	HSV1_gD	?	EF177450	2007-10-09	?	?	?	?	Ekblad et al	https://www.ncbi.nlm.nih.gov/nuccore/EF177450	Molecular basis for resistance of herpes simplex virus type 1	Virology 367 (2), 244-252 (2007)	https://pubmed.ncbi.nlm.nih.gov/17604805
gC-39-R6_EF177451_2007-10-09	Human alphaherpesvirus 1	HSV1_gD	?	EF177451	2007-10-09	?	?	?	?	Ekblad et al	https://www.ncbi.nlm.nih.gov/nuccore/EF177451	Molecular basis for resistance of herpes simplex virus type 1	Virology 367 (2), 244-252 (2007)	https://pubmed.ncbi.nlm.nih.gov/17604805
KOScAC3,AC6_EF157320_2007-10-09	Human alphaherpesvirus 1	HSV1_gD	?	EF157320	2007-10-09	?	?	?	?	Ekblad et al	https://www.ncbi.nlm.nih.gov/nuccore/EF157320	Molecular basis for resistance of herpes simplex virus type 1	Virology 367 (2), 244-252 (2007)	https://pubmed.ncbi.nlm.nih.gov/17604805
KOScAC4_EF157321_2007-10-09	Human alphaherpesvirus 1	HSV1_gD	?	EF157321	2007-10-09	?	?	?	?	Ekblad et al	https://www.ncbi.nlm.nih.gov/nuccore/EF157321	Molecular basis for resistance of herpes simplex virus type 1	Virology 367 (2), 244-252 (2007)	https://pubmed.ncbi.nlm.nih.gov/17604805
KOScC2_EF157322_2007-10-09	Human alphaherpesvirus 1	HSV1_gD	?	EF157322	2007-10-09	?	?	?	?	Ekblad et al	https://www.ncbi.nlm.nih.gov/nuccore/EF157322	Molecular basis for resistance of herpes simplex virus type 1	Virology 367 (2), 244-252 (2007)	https://pubmed.ncbi.nlm.nih.gov/17604805
HF_DQ889502_2007-05-04	Human alphaherpesvirus 1	HSV1_gD	?	DQ889502	2007-05-04	?	?	?	?	Ushijima et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ889502	Determination and analysis of the DNA sequence of highly attenuated	Microbes Infect. 9 (2), 142-149 (2007)	https://pubmed.ncbi.nlm.nih.gov/17218138
seibert_AY155225_2003-09-30	Human alphaherpesvirus 1	HSV1_gD	?	AY155225	2003-09-30	?	?	?	?	Sangamnatdej et al	https://www.ncbi.nlm.nih.gov/nuccore/AY155225	Polycistronic Expression of Herpes Simplex Virus Glycoproteins	Unpublished	?
P01_AY240646_2006-01-05	Human alphaherpesvirus 1	HSV1_gD	?	AY240646	2006-01-05	United Kingdom	Europe	United Kingdom	?	Bowden et al	https://www.ncbi.nlm.nih.gov/nuccore/AY240646	Patterns of Eurasian HSV-1 molecular diversity and inferences of	Infect. Genet. Evol. 6 (1), 63-74 (2006)	https://pubmed.ncbi.nlm.nih.gov/16376841
P05_AY240650_2006-01-05	Human alphaherpesvirus 1	HSV1_gD	?	AY240650	2006-01-05	United Kingdom	Europe	United Kingdom	?	Bowden et al	https://www.ncbi.nlm.nih.gov/nuccore/AY240650	Patterns of Eurasian HSV-1 molecular diversity and inferences of	Infect. Genet. Evol. 6 (1), 63-74 (2006)	https://pubmed.ncbi.nlm.nih.gov/16376841
R62_AY240682_2006-01-05	Human alphaherpesvirus 1	HSV1_gD	?	AY240682	2006-01-05	South Korea	Asia	South Korea	?	Bowden et al	https://www.ncbi.nlm.nih.gov/nuccore/AY240682	Patterns of Eurasian HSV-1 molecular diversity and inferences of	Infect. Genet. Evol. 6 (1), 63-74 (2006)	https://pubmed.ncbi.nlm.nih.gov/16376841
CR06_AY240690_2006-01-05	Human alphaherpesvirus 1	HSV1_gD	?	AY240690	2006-01-05	China	Asia	China	?	Bowden et al	https://www.ncbi.nlm.nih.gov/nuccore/AY240690	Patterns of Eurasian HSV-1 molecular diversity and inferences of	Infect. Genet. Evol. 6 (1), 63-74 (2006)	https://pubmed.ncbi.nlm.nih.gov/16376841
S019_AY240741_2006-01-05	Human alphaherpesvirus 1	HSV1_gD	?	AY240741	2006-01-05	Japan: Sapporo district	Asia	Japan	?	Bowden et al	https://www.ncbi.nlm.nih.gov/nuccore/AY240741	Patterns of Eurasian HSV-1 molecular diversity and inferences of	Infect. Genet. Evol. 6 (1), 63-74 (2006)	https://pubmed.ncbi.nlm.nih.gov/16376841
SK083_AY240813_2006-01-05	Human alphaherpesvirus 1	HSV1_gD	?	AY240813	2006-01-05	Sweden	Europe	Sweden	?	Bowden et al	https://www.ncbi.nlm.nih.gov/nuccore/AY240813	Patterns of Eurasian HSV-1 molecular diversity and inferences of	Infect. Genet. Evol. 6 (1), 63-74 (2006)	https://pubmed.ncbi.nlm.nih.gov/16376841
E07_AY240826_2006-01-05	Human alphaherpesvirus 1	HSV1_gD	?	AY240826	2006-01-05	Kenya	Africa	Kenya	?	Bowden et al	https://www.ncbi.nlm.nih.gov/nuccore/AY240826	Patterns of Eurasian HSV-1 molecular diversity and inferences of	Infect. Genet. Evol. 6 (1), 63-74 (2006)	https://pubmed.ncbi.nlm.nih.gov/16376841
E08_AY240827_2006-01-05	Human alphaherpesvirus 1	HSV1_gD	?	AY240827	2006-01-05	Kenya	Africa	Kenya	?	Bowden et al	https://www.ncbi.nlm.nih.gov/nuccore/AY240827	Patterns of Eurasian HSV-1 molecular diversity and inferences of	Infect. Genet. Evol. 6 (1), 63-74 (2006)	https://pubmed.ncbi.nlm.nih.gov/16376841
KHS1_AF487901_2002-03-19	Human alphaherpesvirus 1	HSV1_gD	?	AF487901	2002-03-19	?	?	?	?	Kim et al	https://www.ncbi.nlm.nih.gov/nuccore/AF487901	Isolation of the enhanced neurovirulent HSV-1 strains from Korean	Unpublished	?
KHS2_AF487902_2002-03-19	Human alphaherpesvirus 1	HSV1_gD	?	AF487902	2002-03-19	?	?	?	?	Kim et al	https://www.ncbi.nlm.nih.gov/nuccore/AF487902	Isolation of the enhanced neurovirulent HSV-1 strains from Korean	Unpublished	?
F_AF293614_2001-08-22	Human alphaherpesvirus 1	HSV1_gD	?	AF293614	2001-08-22	?	?	?	?	Lee et al	https://www.ncbi.nlm.nih.gov/nuccore/AF293614	Cloning, sequencing and baculovirus-based expression of the	Unpublished	?
AF333383_2001-03-15	Human alphaherpesvirus 1	HSV1_gD	?	AF333383	2001-03-15	?	?	?	?	Xiaojuan et al	https://www.ncbi.nlm.nih.gov/nuccore/AF333383	Direct Submission	Submitted (04-JAN-2001) Department of Biophysics, Institute of	?
L09244_1994-07-11	Human alphaherpesvirus 1	HSV1_gD	?	L09244	1994-07-11	?	?	?	?	Dean et al	https://www.ncbi.nlm.nih.gov/nuccore/L09244	Single amino acid substitutions in gD of herpes simplex virus 1	Virology 199 (1), 67-80 (1994)	https://pubmed.ncbi.nlm.nih.gov/8116256
X54361_2006-11-14	Human alphaherpesvirus 1	HSV1_gD	?	X54361	2006-11-14	?	?	?	?	Izumi et al	https://www.ncbi.nlm.nih.gov/nuccore/X54361	Molecular and biological characterization of a herpes simplex virus	J. Exp. Med. 172 (2), 487-496 (1990)	https://pubmed.ncbi.nlm.nih.gov/2165127
17_X14112_2008-10-23	Human alphaherpesvirus 1	HSV1_gD	?	X14112	2008-10-23	?	?	?	?	McGeoch et al	https://www.ncbi.nlm.nih.gov/nuccore/X14112	Sequence determination and genetic content of the short unique	J. Mol. Biol. 181 (1), 1-13 (1985)	https://pubmed.ncbi.nlm.nih.gov/2984429
