strain	virus	gene	host	accession	date	location	region	country	database	authors	url	title	journal	paper_url
2018-3121_MH790624_2006-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MH790624	2006-XX-XX	Senegal	Africa	Senegal	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790624	HSV2 whole genome sequences from clinical isolates	Unpublished	?
1999-10594_MH790629_1999-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MH790629	1999-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790629	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2006-57677_MH790633_2006-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MH790633	2006-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790633	HSV2 whole genome sequences from clinical isolates	Unpublished	?
1996-26333_MH790638_1996-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MH790638	1996-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790638	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2012-33841_MH790639_2012-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MH790639	2012-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790639	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2013-3040_MH790641_2013-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MH790641	2013-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790641	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2007-43967_MH790646_2007-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MH790646	2007-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790646	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2011-6227_MH790650_2011-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MH790650	2011-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790650	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2012-26422_MH790652_2012-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MH790652	2012-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790652	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2006-15377CAM_MH790655_2019-03-06	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MH790655	2019-03-06	?	?	?	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790655	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2006-16150CAM_MH790658_2019-03-06	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MH790658	2019-03-06	?	?	?	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790658	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2006-15095_MH899846_2006-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MH899846	2006-XX-XX	Cameroon	Africa	Cameroon	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH899846	HSV2 whole genome sequences from clinical isolates	Unpublished	?
CNS03_MK105995_2019-01-30	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MK105995	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK105995	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
CNS11_MK105996_2019-01-30	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MK105996	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK105996	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
CNS12_MK105997_2019-01-30	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MK105997	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK105997	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
CNS15_MK105998_2019-01-30	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MK105998	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK105998	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
CNS17_MK105999_2019-01-30	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MK105999	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK105999	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
DISS14_MK106000_2019-01-30	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MK106000	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK106000	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
SEM02_MK106002_2019-01-30	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MK106002	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK106002	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
SEM13_MK106003_2019-01-30	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MK106003	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK106003	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
2005-37403_MF621254_2023-10-27	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MF621254	2023-10-27	?	?	?	BioProject: PRJNA338014	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/MF621254	Dual-strain genital herpes simplex virus type 2 (HSV-2) infection	PLoS Med. 14 (12), e1002475 (2017)	https://pubmed.ncbi.nlm.nih.gov/29281620
2006-46602_MF621255_2023-10-27	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MF621255	2023-10-27	?	?	?	BioProject: PRJNA338014	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/MF621255	Dual-strain genital herpes simplex virus type 2 (HSV-2) infection	PLoS Med. 14 (12), e1002475 (2017)	https://pubmed.ncbi.nlm.nih.gov/29281620
2009-4463_MF621258_2023-10-27	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	MF621258	2023-10-27	?	?	?	BioProject: PRJNA338014	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/MF621258	Dual-strain genital herpes simplex virus type 2 (HSV-2) infection	PLoS Med. 14 (12), e1002475 (2017)	https://pubmed.ncbi.nlm.nih.gov/29281620
HSV2-H1226_KY922720_2017-09-27	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KY922720	2017-09-27	?	?	?	?	Bowen et al	https://www.ncbi.nlm.nih.gov/nuccore/KY922720	Genome sequence of seven herpes simplex virus 2 clinical isolates	Unpublished	?
HSV2-H1227_KY922721_2017-09-27	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KY922721	2017-09-27	?	?	?	?	Bowen et al	https://www.ncbi.nlm.nih.gov/nuccore/KY922721	Genome sequence of seven herpes simplex virus 2 clinical isolates	Unpublished	?
HSV2-H1229_KY922722_2017-09-27	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KY922722	2017-09-27	?	?	?	?	Bowen et al	https://www.ncbi.nlm.nih.gov/nuccore/KY922722	Genome sequence of seven herpes simplex virus 2 clinical isolates	Unpublished	?
HSV2-H12212_KY922726_2017-09-27	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KY922726	2017-09-27	?	?	?	?	Bowen et al	https://www.ncbi.nlm.nih.gov/nuccore/KY922726	Genome sequence of seven herpes simplex virus 2 clinical isolates	Unpublished	?
2004-4373_KX574861_2003-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574861	2003-XX-XX	Peru	South America	Peru	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574861	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2006-19390_KX574862_2005-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574862	2005-XX-XX	Zambia	Africa	Zambia	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574862	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2006-21832_KX574863_2005-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574863	2005-XX-XX	Zimbabwe	Africa	Zimbabwe	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574863	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2006-29060_KX574864_2005-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574864	2005-XX-XX	Zambia	Africa	Zambia	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574864	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2006-30937_KX574866_2005-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574866	2005-XX-XX	Peru	South America	Peru	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574866	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2006-45028_KX574867_2005-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574867	2005-XX-XX	Peru	South America	Peru	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574867	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2007-38120_KX574871_2004-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574871	2004-XX-XX	Zimbabwe	Africa	Zimbabwe	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574871	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2007-38910_KX574877_2006-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574877	2006-XX-XX	Peru	South America	Peru	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574877	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2007-39729_KX574881_2007-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574881	2007-XX-XX	South Africa	Africa	South Africa	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574881	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2007-8222_KX574883_2006-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574883	2006-XX-XX	Zambia	Africa	Zambia	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574883	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2009-3532_KX574892_2007-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574892	2007-XX-XX	South Africa	Africa	South Africa	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574892	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2009-4550_KX574893_2008-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574893	2008-XX-XX	Kenya	Africa	Kenya	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574893	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2009-4556_KX574894_2008-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574894	2008-XX-XX	Kenya	Africa	Kenya	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574894	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2011-21761_KX574897_1998-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574897	1998-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574897	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2011-34727_KX574899_2011-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574899	2011-XX-XX	Uganda	Africa	Uganda	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574899	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
2012-9333_KX574906_2011-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KX574906	2011-XX-XX	Uganda	Africa	Uganda	BioProject: PRJNA338014	Koelle et al	https://www.ncbi.nlm.nih.gov/nuccore/KX574906	Worldwide circulation of HSV-2 x HSV-1 recombinant strains	Sci Rep 7, 44084 (2017)	https://pubmed.ncbi.nlm.nih.gov/28287142
4674_KU310667_2013-01-01	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KU310667	2013-01-01	USA	North America	USA	?	Petro et al	https://www.ncbi.nlm.nih.gov/nuccore/KU310667	HSV-2 DeltagD elicits FcgammaR-effector antibodies that protect	JCI Insight 1 (12) (2016) In press	https://pubmed.ncbi.nlm.nih.gov/27536733
pat1_KF588430_2008-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KF588430	2008-XX-XX	France	Europe	France	?	Burrel et al	https://www.ncbi.nlm.nih.gov/nuccore/KF588430	Genetic diversity within alphaherpesviruses: characterization of a	Unpublished	?
pat2_KF588431_2010-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KF588431	2010-XX-XX	France	Europe	France	?	Burrel et al	https://www.ncbi.nlm.nih.gov/nuccore/KF588431	Genetic diversity within alphaherpesviruses: characterization of a	Unpublished	?
pat4_KF588433_2012-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KF588433	2012-XX-XX	France	Europe	France	?	Burrel et al	https://www.ncbi.nlm.nih.gov/nuccore/KF588433	Genetic diversity within alphaherpesviruses: characterization of a	Unpublished	?
pat5_KF588434_2011-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KF588434	2011-XX-XX	France	Europe	France	?	Burrel et al	https://www.ncbi.nlm.nih.gov/nuccore/KF588434	Genetic diversity within alphaherpesviruses: characterization of a	Unpublished	?
pat6_KF588435_2008-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KF588435	2008-XX-XX	France	Europe	France	?	Burrel et al	https://www.ncbi.nlm.nih.gov/nuccore/KF588435	Genetic diversity within alphaherpesviruses: characterization of a	Unpublished	?
pat7_KF588436_2008-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KF588436	2008-XX-XX	France	Europe	France	?	Burrel et al	https://www.ncbi.nlm.nih.gov/nuccore/KF588436	Genetic diversity within alphaherpesviruses: characterization of a	Unpublished	?
pat9_KF588438_2006-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KF588438	2006-XX-XX	France	Europe	France	?	Burrel et al	https://www.ncbi.nlm.nih.gov/nuccore/KF588438	Genetic diversity within alphaherpesviruses: characterization of a	Unpublished	?
pat15_KF588442_2009-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KF588442	2009-XX-XX	France	Europe	France	?	Burrel et al	https://www.ncbi.nlm.nih.gov/nuccore/KF588442	Genetic diversity within alphaherpesviruses: characterization of a	Unpublished	?
pat16_KF588443_2009-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KF588443	2009-XX-XX	France	Europe	France	?	Burrel et al	https://www.ncbi.nlm.nih.gov/nuccore/KF588443	Genetic diversity within alphaherpesviruses: characterization of a	Unpublished	?
pat19_KF588446_2009-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KF588446	2009-XX-XX	France	Europe	France	?	Burrel et al	https://www.ncbi.nlm.nih.gov/nuccore/KF588446	Genetic diversity within alphaherpesviruses: characterization of a	Unpublished	?
pat13_KM068894_2013-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KM068894	2013-XX-XX	France	Europe	France	?	Burrel et al	https://www.ncbi.nlm.nih.gov/nuccore/KM068894	New variant of herpes simplex virus type 2: breakthrough,	Unpublished	?
SD90e_KF781518_1995-XX-XX	Human alphaherpesvirus 2	HSV2_gH	Homo sapiens	KF781518	1995-XX-XX	South Africa	Africa	South Africa	BioProject: PRJNA32415	Colgrove et al	https://www.ncbi.nlm.nih.gov/nuccore/KF781518	Genomic sequences of a low passage herpes simplex virus 2 clinical	Virology 450-451, 140-145 (2014)	https://pubmed.ncbi.nlm.nih.gov/24503076
RR_60279_AY038368_2002-10-10	Human alphaherpesvirus 2	HSV2_gH	?	AY038368	2002-10-10	?	?	?	?	Chibo et al	https://www.ncbi.nlm.nih.gov/nuccore/AY038368	Novel mutations in the thymidine kinase and DNA polymerase genes of	J. Clin. Virol. 25 (2), 165-170 (2002)	https://pubmed.ncbi.nlm.nih.gov/12367650
HG52_Z86099_2006-11-14	Human alphaherpesvirus 2	HSV2_gH	?	Z86099	2006-11-14	?	?	?	?	McGeoch et al	https://www.ncbi.nlm.nih.gov/nuccore/Z86099	DNA sequence and genetic content of the HindIII l region in the	J. Gen. Virol. 68 (PT 1), 19-38 (1987)	https://pubmed.ncbi.nlm.nih.gov/3027242
