strain	virus	gene	host	accession	date	location	region	country	database	authors	url	title	journal	paper_url
HSV1-ORIGINAL-H3_MH160359_2023-10-27	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MH160359	2023-10-27	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MH160359	Ultrasensitive capture of human herpes simplex virus genomes	bioRxivorg (2018) In press	?
HSV1-ORIGINAL-G7_MH160361_2023-10-27	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MH160361	2023-10-27	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MH160361	Ultrasensitive capture of human herpes simplex virus genomes	bioRxivorg (2018) In press	?
HSV1-ORIGINAL-I7_MH160366_2023-10-27	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MH160366	2023-10-27	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MH160366	Ultrasensitive capture of human herpes simplex virus genomes	bioRxivorg (2018) In press	?
HSV1-ORIGINAL-H2_MH160377_2023-10-27	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MH160377	2023-10-27	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MH160377	Ultrasensitive capture of human herpes simplex virus genomes	bioRxivorg (2018) In press	?
Kdelta25_26_MF156584_2017-09-21	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MF156584	2017-09-21	?	?	?	BioProject: PRJNA386147	Oldfield et al	https://www.ncbi.nlm.nih.gov/nuccore/MF156584	Genome-wide engineering of an infectious clone of herpes simplex	Proc. Natl. Acad. Sci. U.S.A. (2017) In press	https://pubmed.ncbi.nlm.nih.gov/28928148
ZW6_KX424525_2013-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	KX424525	2013-XX-XX	China	Asia	China	?	Chen et al	https://www.ncbi.nlm.nih.gov/nuccore/KX424525	Genomic sequence of a low passage herpes simplex type 1 clinical	Unpublished	?
CM1_KX791804_2016-10-24	Human alphaherpesvirus 1	HSV1_gL	?	KX791804	2016-10-24	USA: Lexington, KY	North America	USA	BioProject: PRJNA73477	Danaher et al	https://www.ncbi.nlm.nih.gov/nuccore/KX791804	HSV-1 clinical isolates with unique in vivo and in vitro phenotypes	J. Neurovirol. (2016) In press	https://pubmed.ncbi.nlm.nih.gov/27739035
CM1v8_KX791834_2016-10-24	Human alphaherpesvirus 1	HSV1_gL	?	KX791834	2016-10-24	USA: Lexington, KY	North America	USA	BioProject: PRJNA73477	Danaher et al	https://www.ncbi.nlm.nih.gov/nuccore/KX791834	HSV-1 clinical isolates with unique in vivo and in vitro phenotypes	J. Neurovirol. (2016) In press	https://pubmed.ncbi.nlm.nih.gov/27739035
2158_2007_LT594106_2018-06-15	Human alphaherpesvirus 1	HSV1_gL	?	LT594106	2018-06-15	?	?	?	BioProject: PRJEB14190	. et al	https://www.ncbi.nlm.nih.gov/nuccore/LT594106	?	Unpublished	?
1319_2005_LT594108_2018-06-15	Human alphaherpesvirus 1	HSV1_gL	?	LT594108	2018-06-15	?	?	?	BioProject: PRJEB14190	. et al	https://www.ncbi.nlm.nih.gov/nuccore/LT594108	?	Unpublished	?
66_2007_LT594110_2018-06-15	Human alphaherpesvirus 1	HSV1_gL	?	LT594110	2018-06-15	?	?	?	BioProject: PRJEB14190	. et al	https://www.ncbi.nlm.nih.gov/nuccore/LT594110	?	Unpublished	?
20-14-24_KX265033_2016-07-02	Human alphaherpesvirus 1	HSV1_gL	?	KX265033	2016-07-02	?	?	?	?	Lee et al	https://www.ncbi.nlm.nih.gov/nuccore/KX265033	Mapping Murine Corneal Neovascularization and Weight Loss Virulence	J. Virol. (2016) In press	?
p2A_LT576866_2016-05-26	Human alphaherpesvirus 1 strain 17	HSV1_gL	?	LT576866	2016-05-26	?	?	?	BioProject: PRJEB11729	Karamitros et al	https://www.ncbi.nlm.nih.gov/nuccore/LT576866	Direct Submission	Submitted (24-MAY-2016) ZOOLOGY DEPARTMENT, UNIVERSITY OF OXFORD,	?
p17_LT576867_2016-05-26	Human alphaherpesvirus 1 strain 17	HSV1_gL	?	LT576867	2016-05-26	?	?	?	BioProject: PRJEB11729	Karamitros et al	https://www.ncbi.nlm.nih.gov/nuccore/LT576867	Direct Submission	Submitted (24-MAY-2016) ZOOLOGY DEPARTMENT, UNIVERSITY OF OXFORD,	?
p1A_LT576868_2016-05-26	Human alphaherpesvirus 1 strain 17	HSV1_gL	?	LT576868	2016-05-26	?	?	?	BioProject: PRJEB11729	Karamitros et al	https://www.ncbi.nlm.nih.gov/nuccore/LT576868	Direct Submission	Submitted (24-MAY-2016) ZOOLOGY DEPARTMENT, UNIVERSITY OF OXFORD,	?
2C_LT576869_2016-05-26	Human alphaherpesvirus 1 strain 17	HSV1_gL	?	LT576869	2016-05-26	?	?	?	BioProject: PRJEB11729	Karamitros et al	https://www.ncbi.nlm.nih.gov/nuccore/LT576869	Direct Submission	Submitted (24-MAY-2016) ZOOLOGY DEPARTMENT, UNIVERSITY OF OXFORD,	?
L2_KT780616_2016-03-07	Human alphaherpesvirus 1	HSV1_gL	?	KT780616	2016-03-07	Russia	Europe	Russia	?	Skoblov et al	https://www.ncbi.nlm.nih.gov/nuccore/KT780616	Genome Sequence of Herpes Simplex Virus 1 Strain L2	Unpublished	?
B^3x1-3_KU310659_2015-01-01	Human alphaherpesvirus 1	HSV1_gL	Chlorocebus sabaeus	KU310659	2015-01-01	USA	North America	USA	?	Petro et al	https://www.ncbi.nlm.nih.gov/nuccore/KU310659	HSV-2 DeltagD elicits FcgammaR-effector antibodies that protect	JCI Insight 1 (12) (2016) In press	https://pubmed.ncbi.nlm.nih.gov/27536733
B^3x1-4_KU310660_2015-01-01	Human alphaherpesvirus 1	HSV1_gL	Chlorocebus sabaeus	KU310660	2015-01-01	USA	North America	USA	?	Petro et al	https://www.ncbi.nlm.nih.gov/nuccore/KU310660	HSV-2 DeltagD elicits FcgammaR-effector antibodies that protect	JCI Insight 1 (12) (2016) In press	https://pubmed.ncbi.nlm.nih.gov/27536733
KOS79_KT425109_2015-11-08	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	KT425109	2015-11-08	?	?	?	?	Bowen et al	https://www.ncbi.nlm.nih.gov/nuccore/KT425109	Genetic Distance in Herpes Simplex Virus Isolates of the Same	Unpublished	?
78S_KR052507_2015-05-25	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	KR052507	2015-05-25	?	?	?	?	Kolb et al	https://www.ncbi.nlm.nih.gov/nuccore/KR052507	Genomic, Phylogenetic, and Recombinational Characterization of	J. Virol. (2015) In press	https://pubmed.ncbi.nlm.nih.gov/25855744
12-12-67_KR011286_2015-05-13	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	KR011286	2015-05-13	?	?	?	?	Lee et al	https://www.ncbi.nlm.nih.gov/nuccore/KR011286	Recombination Analysis of Herpes Simplex Virus Type 1 Reveals a	J. Virol. (2015) In press	https://pubmed.ncbi.nlm.nih.gov/25926637
10-11-2_KR011287_2015-05-13	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	KR011287	2015-05-13	?	?	?	?	Lee et al	https://www.ncbi.nlm.nih.gov/nuccore/KR011287	Recombination Analysis of Herpes Simplex Virus Type 1 Reveals a	J. Virol. (2015) In press	https://pubmed.ncbi.nlm.nih.gov/25926637
19Lsyn_KR011293_2015-05-13	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	KR011293	2015-05-13	?	?	?	?	Lee et al	https://www.ncbi.nlm.nih.gov/nuccore/KR011293	Recombination Analysis of Herpes Simplex Virus Type 1 Reveals a	J. Virol. (2015) In press	https://pubmed.ncbi.nlm.nih.gov/25926637
KOS_KM222723_2010-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	KM222723	2010-XX-XX	USA	North America	USA	?	Parsons et al	https://www.ncbi.nlm.nih.gov/nuccore/KM222723	Rapid genome assembly and comparison decode intrastrain variation	MBio 6 (2), e02213-14 (2015)	https://pubmed.ncbi.nlm.nih.gov/25827418
F_KM222724_2010-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	KM222724	2010-XX-XX	USA	North America	USA	?	Parsons et al	https://www.ncbi.nlm.nih.gov/nuccore/KM222724	Rapid genome assembly and comparison decode intrastrain variation	MBio 6 (2), e02213-14 (2015)	https://pubmed.ncbi.nlm.nih.gov/25827418
H166syn_KM222727_1980-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	KM222727	1980-XX-XX	USA	North America	USA	?	Parsons et al	https://www.ncbi.nlm.nih.gov/nuccore/KM222727	Rapid genome assembly and comparison decode intrastrain variation	MBio 6 (2), e02213-14 (2015)	https://pubmed.ncbi.nlm.nih.gov/25827418
McKrae_JQ730035_2012-03-01	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	JQ730035	2012-03-01	USA	North America	USA	?	Watson et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ730035	Sequence and comparative analysis of the genome of HSV-1 strain	Virology 433 (2), 528-537 (2012)	https://pubmed.ncbi.nlm.nih.gov/23021301
134_JN400093_2011-11-02	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	JN400093	2011-11-02	USA: Seattle, Washington	North America	USA	?	Kolb et al	https://www.ncbi.nlm.nih.gov/nuccore/JN400093	Multiplex Sequencing of Seven Ocular Herpes Simplex Virus Type-1	Invest. Ophthalmol. Vis. Sci. (2011) In press	https://pubmed.ncbi.nlm.nih.gov/22016062
CJ360_JN420339_2011-11-02	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	JN420339	2011-11-02	USA: Seattle, Washington	North America	USA	?	Kolb et al	https://www.ncbi.nlm.nih.gov/nuccore/JN420339	Multiplex Sequencing of Seven Ocular Herpes Simplex Virus Type-1	Invest. Ophthalmol. Vis. Sci. (2011) In press	https://pubmed.ncbi.nlm.nih.gov/22016062
CJ970_JN420341_2011-11-02	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	JN420341	2011-11-02	USA: Seattle, Washington	North America	USA	?	Kolb et al	https://www.ncbi.nlm.nih.gov/nuccore/JN420341	Multiplex Sequencing of Seven Ocular Herpes Simplex Virus Type-1	Invest. Ophthalmol. Vis. Sci. (2011) In press	https://pubmed.ncbi.nlm.nih.gov/22016062
E08_HM585498_2013-10-22	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	HM585498	2013-10-22	Kenya	Africa	Kenya	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585498	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
E12_HM585501_2013-10-22	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	HM585501	2013-10-22	Kenya	Africa	Kenya	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585501	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
E13_HM585502_2013-10-22	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	HM585502	2013-10-22	Kenya	Africa	Kenya	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585502	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
E22_HM585504_2013-10-22	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	HM585504	2013-10-22	Kenya	Africa	Kenya	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585504	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
CR38_HM585508_2013-10-22	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	HM585508	2013-10-22	China	Asia	China	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585508	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
E03_HM585509_2013-10-22	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	HM585509	2013-10-22	Kenya	Africa	Kenya	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585509	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
E14_HM585510_2013-10-22	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	HM585510	2013-10-22	Kenya	Africa	Kenya	?	Davison et al	https://www.ncbi.nlm.nih.gov/nuccore/HM585510	Evolution of sexually transmitted and sexually transmissible human	Ann. N. Y. Acad. Sci. 1230 (1), E37-E49 (2011)	https://pubmed.ncbi.nlm.nih.gov/22417106
F_GU734771_2010-04-27	Human alphaherpesvirus 1	HSV1_gL	?	GU734771	2010-04-27	?	?	?	BioProject: PRJNA43419	Szpara et al	https://www.ncbi.nlm.nih.gov/nuccore/GU734771	Sequence variability in clinical and laboratory isolates of herpes	J. Virol. 84 (10), 5303-5313 (2010)	https://pubmed.ncbi.nlm.nih.gov/20219902
MTD-1730_AB252711_2009-02-10	Human alphaherpesvirus 1	HSV1_gL	?	AB252711	2009-02-10	Japan: Toyama	Asia	Japan	?	Suzuki et al	https://www.ncbi.nlm.nih.gov/nuccore/AB252711	Analysis of genetic stability of essential genes in clinically	Unpublished	?
seibert_AY120884_2003-06-30	Human alphaherpesvirus 1	HSV1_gL	?	AY120884	2003-06-30	?	?	?	?	Sangamnatdej et al	https://www.ncbi.nlm.nih.gov/nuccore/AY120884	Human herpesvirus 1 strain seibert glycoprotein L (gL) gene	Unpublished	?
HFEMsyn_and_SC16SCgHZ_U53684_1996-05-16	Human alphaherpesvirus 1	HSV1_gL	?	U53684	1996-05-16	?	?	?	?	Novotny et al	https://www.ncbi.nlm.nih.gov/nuccore/U53684	Variability of herpes simplex virus 1 gL and anti-gL antibodies	Virology 221 (1), 1-13 (1996)	https://pubmed.ncbi.nlm.nih.gov/8661409
