strain	virus	gene	host	accession	date	location	region	country	database	authors	url	title	journal	paper_url
GK_BL72_MG298838_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298838	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298838	Epstein Barr virus genome variation	Unpublished	?
GK_LY47_MG298840_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298840	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298840	Epstein Barr virus genome variation	Unpublished	?
GK_LY65_MG298841_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298841	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298841	Epstein Barr virus genome variation	Unpublished	?
GK_PUT_MG298842_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298842	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298842	Epstein Barr virus genome variation	Unpublished	?
GK_RUDU_MG298843_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298843	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298843	Epstein Barr virus genome variation	Unpublished	?
IMS_Saliva_120_MG298846_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298846	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298846	Epstein Barr virus genome variation	Unpublished	?
IMS_Saliva_170_MG298848_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298848	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298848	Epstein Barr virus genome variation	Unpublished	?
IMS_Saliva_204_MG298851_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298851	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298851	Epstein Barr virus genome variation	Unpublished	?
IMS_Saliva_243_MG298854_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298854	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298854	Epstein Barr virus genome variation	Unpublished	?
IMS_Saliva_250_MG298856_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298856	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298856	Epstein Barr virus genome variation	Unpublished	?
IMS_Saliva_52_MG298859_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298859	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298859	Epstein Barr virus genome variation	Unpublished	?
JC_002_MG298864_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298864	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298864	Epstein Barr virus genome variation	Unpublished	?
JC_023_MG298865_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298865	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298865	Epstein Barr virus genome variation	Unpublished	?
JC_030_29_MG298867_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298867	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298867	Epstein Barr virus genome variation	Unpublished	?
JC_V005_MG298870_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298870	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298870	Epstein Barr virus genome variation	Unpublished	?
JM_NKTLY_96-1_MG298877_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298877	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298877	Epstein Barr virus genome variation	Unpublished	?
JM_NPC_biop_27_MG298881_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298881	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298881	Epstein Barr virus genome variation	Unpublished	?
JM_NPC_bru_178_MG298883_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298883	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298883	Epstein Barr virus genome variation	Unpublished	?
JM_NPC_bru_238_MG298884_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298884	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298884	Epstein Barr virus genome variation	Unpublished	?
JM_NPC_bru_L29_MG298890_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298890	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298890	Epstein Barr virus genome variation	Unpublished	?
JM_NPC_bru_L7_MG298898_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298898	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298898	Epstein Barr virus genome variation	Unpublished	?
JM_Saliva_20_MG298900_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298900	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298900	Epstein Barr virus genome variation	Unpublished	?
RK_LCL_H12_MG298907_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298907	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298907	Epstein Barr virus genome variation	Unpublished	?
RK_LCL_L12_MG298910_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298910	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298910	Epstein Barr virus genome variation	Unpublished	?
RK_LCL_L19_MG298911_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298911	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298911	Epstein Barr virus genome variation	Unpublished	?
RK_LCL_L2_MG298912_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298912	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298912	Epstein Barr virus genome variation	Unpublished	?
RK_LCL_L24_MG298913_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298913	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298913	Epstein Barr virus genome variation	Unpublished	?
RK_LCL_L3_MG298914_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298914	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298914	Epstein Barr virus genome variation	Unpublished	?
RK_LCL_L5_MG298916_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298916	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298916	Epstein Barr virus genome variation	Unpublished	?
JC_039_BWA_MG298926_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298926	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298926	Epstein Barr virus genome variation	Unpublished	?
JC_VID14_BWA_MG298927_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298927	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298927	Epstein Barr virus genome variation	Unpublished	?
YCCEL1-GC2_MG021306_2013-04-22	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG021306	2013-04-22	Poland	Europe	Poland	?	Borozan et al	https://www.ncbi.nlm.nih.gov/nuccore/MG021306	Analysis of Epstein-Barr Virus Genomes and Expression Profiles in	J. Virol. (2017) In press	https://pubmed.ncbi.nlm.nih.gov/29093097
Akata-GC1_MG021307_2013-04-22	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG021307	2013-04-22	South Korea	Asia	South Korea	?	Borozan et al	https://www.ncbi.nlm.nih.gov/nuccore/MG021307	Analysis of Epstein-Barr Virus Genomes and Expression Profiles in	J. Virol. (2017) In press	https://pubmed.ncbi.nlm.nih.gov/29093097
EBVaGC8-2_MG021314_2014-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG021314	2014-09-24	China	Asia	China	?	Borozan et al	https://www.ncbi.nlm.nih.gov/nuccore/MG021314	Analysis of Epstein-Barr Virus Genomes and Expression Profiles in	J. Virol. (2017) In press	https://pubmed.ncbi.nlm.nih.gov/29093097
EBVaGC8-3_MG021315_2014-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG021315	2014-09-24	China	Asia	China	?	Borozan et al	https://www.ncbi.nlm.nih.gov/nuccore/MG021315	Analysis of Epstein-Barr Virus Genomes and Expression Profiles in	J. Virol. (2017) In press	https://pubmed.ncbi.nlm.nih.gov/29093097
LC3_KT823508_2014-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	KT823508	2014-XX-XX	China	Asia	China	?	Wang et al	https://www.ncbi.nlm.nih.gov/nuccore/KT823508	Identification and Characterization of Epstein-Barr Virus Genomes	Sci Rep 6, 26156 (2016)	https://pubmed.ncbi.nlm.nih.gov/27189712
MP_KP968258_1980-10-11	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	KP968258	1980-10-11	Brazil	South America	Brazil	?	Lei et al	https://www.ncbi.nlm.nih.gov/nuccore/KP968258	Epstein-Barr virus from Burkitt Lymphoma biopsies from Africa and	Sci Rep 5, 16706 (2015)	https://pubmed.ncbi.nlm.nih.gov/26593963
SCL_KP968259_1980-10-11	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	KP968259	1980-10-11	Brazil	South America	Brazil	?	Lei et al	https://www.ncbi.nlm.nih.gov/nuccore/KP968259	Epstein-Barr virus from Burkitt Lymphoma biopsies from Africa and	Sci Rep 5, 16706 (2015)	https://pubmed.ncbi.nlm.nih.gov/26593963
VGO_KP968260_1980-10-11	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	KP968260	1980-10-11	Brazil	South America	Brazil	?	Lei et al	https://www.ncbi.nlm.nih.gov/nuccore/KP968260	Epstein-Barr virus from Burkitt Lymphoma biopsies from Africa and	Sci Rep 5, 16706 (2015)	https://pubmed.ncbi.nlm.nih.gov/26593963
H018436D_KP968262_1976-07-23	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	KP968262	1976-07-23	Ghana	Africa	Ghana	?	Lei et al	https://www.ncbi.nlm.nih.gov/nuccore/KP968262	Epstein-Barr virus from Burkitt Lymphoma biopsies from Africa and	Sci Rep 5, 16706 (2015)	https://pubmed.ncbi.nlm.nih.gov/26593963
EBVaGC4_KT273944_2014-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	KT273944	2014-XX-XX	China	Asia	China	?	Liu et al	https://www.ncbi.nlm.nih.gov/nuccore/KT273944	Genome-wide analysis of Epstein-Barr virus (EBV) isolated from	Oncotarget 7 (4), 4903-4914 (2016)	https://pubmed.ncbi.nlm.nih.gov/26716899
EBVaGC7_KT273947_2009-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	KT273947	2009-XX-XX	China	Asia	China	?	Liu et al	https://www.ncbi.nlm.nih.gov/nuccore/KT273947	Genome-wide analysis of Epstein-Barr virus (EBV) isolated from	Oncotarget 7 (4), 4903-4914 (2016)	https://pubmed.ncbi.nlm.nih.gov/26716899
EBVaGC8_KT273948_2010-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	KT273948	2010-XX-XX	China	Asia	China	?	Liu et al	https://www.ncbi.nlm.nih.gov/nuccore/KT273948	Genome-wide analysis of Epstein-Barr virus (EBV) isolated from	Oncotarget 7 (4), 4903-4914 (2016)	https://pubmed.ncbi.nlm.nih.gov/26716899
sLCL-2-22_LN831023_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN831023	2015-09-24	Kenya	Africa	Kenya	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN831023	Direct Submission	Submitted (06-MAR-2015) SC, Virus genomics, Wellcome Trust Sanger	?
sLCL-IM1-16_LN827799_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN827799	2015-09-24	Australia	Oceania	Australia	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN827799	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
EBV_Mak_1_LN824203_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN824203	2015-09-24	Kenya	Africa	Kenya	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN824203	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
pLCL-TRL1-post_LN824206_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN824206	2015-09-24	USA	North America	USA	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN824206	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
Akata_LN824208_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN824208	2015-09-24	Japan	Asia	Japan	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN824208	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
HL01_LN824226_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN824226	2015-09-24	United Kingdom	Europe	United Kingdom	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN824226	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
HL11_LN827524_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN827524	2015-09-24	United Kingdom	Europe	United Kingdom	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN827524	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
M-ABA_LN827527_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN827527	2015-09-24	?	?	?	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN827527	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
sLCL-1-08_LN827552_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN827552	2015-09-24	Kenya	Africa	Kenya	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN827552	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
sLCL-1-06_LN827566_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN827566	2015-09-24	Kenya	Africa	Kenya	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN827566	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
sLCL-IM1-09_LN827567_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN827567	2015-09-24	Australia	Oceania	Australia	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN827567	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
sLCL-IS1-20_LN827576_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN827576	2015-09-24	Australia	Oceania	Australia	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN827576	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
sLCL-1-17_LN827577_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN827577	2015-09-24	Kenya	Africa	Kenya	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN827577	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
sLCL-BL1-03_LN827582_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN827582	2015-09-24	Kenya	Africa	Kenya	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN827582	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
sLCL-IS1-15_LN827586_2015-09-24	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	LN827586	2015-09-24	Australia	Oceania	Australia	BioProject: PRJEB8613	Grayson et al	https://www.ncbi.nlm.nih.gov/nuccore/LN827586	Direct Submission	Submitted (26-FEB-2015) SC, Virus genomics, Wellcome Trust Sanger	?
HN16_AB850656_2012-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	AB850656	2012-XX-XX	China:Hunan	Asia	China	?	Xiao et al	https://www.ncbi.nlm.nih.gov/nuccore/AB850656	Target Capture and Whole Genome Sequencing of EBV from Primary	Unpublished	?
Akata_KC207813_2012-12-28	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	KC207813	2012-12-28	Japan	Asia	Japan	?	Lin et al	https://www.ncbi.nlm.nih.gov/nuccore/KC207813	Whole-Genome Sequencing of the Akata and Mutu Epstein-Barr Virus	J. Virol. 87 (2), 1172-1182 (2013)	https://pubmed.ncbi.nlm.nih.gov/23152513
Mutu_KC207814_2012-12-28	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	KC207814	2012-12-28	Kenya	Africa	Kenya	?	Lin et al	https://www.ncbi.nlm.nih.gov/nuccore/KC207814	Whole-Genome Sequencing of the Akata and Mutu Epstein-Barr Virus	J. Virol. 87 (2), 1172-1182 (2013)	https://pubmed.ncbi.nlm.nih.gov/23152513
B95-8_V01555_2016-07-26	Human gammaherpesvirus 4	EBV_gH	?	V01555	2016-07-26	?	?	?	?	Arrand et al	https://www.ncbi.nlm.nih.gov/nuccore/V01555	Molecular cloning of the complete Epstein-Barr virus genome as a	Nucleic Acids Res. 9 (13), 2999-3014 (1981)	https://pubmed.ncbi.nlm.nih.gov/6269068
